title,stemmed_text
The Ninth Configuration,col vincent kane militari psychiatrist take charg armi mental hospit situat seclud castl among kane mani eccentr patient capt billi cutshaw troubl astronaut midst existenti crisi although kane grasp saniti question manag engag cutshaw seri thought convers scienc faith deepli affect live men
Betsy's Wedding,offbeat fashion student betsi hopper straight lace invest banker fianc dylan walsh want intim littl wed recept betsi father eddi long island construct contractor feel threaten jake rich wasp parent blow ceremoni bank break showpiec send wife lola financi panic
A Home at the End of the World,three friend form bond year johnathan gay clare straight bobbi neither instead love peopl love live go tension tear culmin strong yet fragil friendship three
Facing the Giants,lose coach underdog footbal team face giant fear failur field surpris result
Boomerang!,quiet connecticut town kindli priest murder wait street corner citizen horrifi demand action polic wit identifi john waldron nervou towner killer although waldron vehement deni crime one believ district attorney henri harvey put case face polit opposit attempt prove waldron innoc base true stori
Stander,life career andr stander south african polic offic turn bank robber
The Entertainer,archi rice old time british vaudevil perform sink final defeat scheme stay show busi
Murder by Contract,claud ruthless effici contract killer next target woman difficult
Knock Knock,knock knock horror film combin fear reveng hate justic respons sacrific bibl say eye eye rico big fun love son hard work neighborhood busi man problem dad undertak popular high school student thought weird rico kept
Arthur's Missing Pal,overview found arthur dog pal disappear arthur must enlist help friend track pal discov newfound freedom arthur discov much miss dog good thing arthur gang turn especi best friend buster baxter dust old detect gear get case canin quest lead arthur buster across elwood citi deep bowel ice cream factori past giant cow ice skate right point hope seem lost could solut caper though right front arthur eye dw act funni late one thing certain arthur determin get bottom case follow arthur buster friend street elwood citi sniff clue chase lead learn valuabl lesson friendship teamwork respons
Ernest Goes to Camp,ernest lovabl loser work summer camp handyman dream becom guidanc councilor must find way inspir group juvenil delinqu stop shadi strip mine compani close camp well
Blue Man Group: The Complex Rock Tour Live,offbeat perform artist blue man group final captur live disc featur concert footag three full length music video three song blue man group album complex live footag film blue man group success wide acclaim august rock tour wow fan two sold concert
Quest for Camelot,time king arthur kayley brave girl dream follow late father knight round tabl evil ruber want invad camelot take throne king arthur kayley stop
Marion Bridge,three estrang sister reunit care die mother old conflict secret return surfac
Nirvana: Unplugged In New York,live album american rock band nirvana album featur acoust perform record soni music studio new york citi novemb televis seri mtv unplug
Ernest Goes to Jail,bumbl ernest p worrel assign juri duti crook lawyer notic resembl crime boss mr nash arrang switch nash assum ernest job bank employe ernest undergo nash sentenc electr chair instead kill electrocut give ernest superhuman power enabl escap jail foil nash attempt rob bank
The Rolling Stones Rock and Roll Circus,event put togeth roll stone film compris two concert circu stage includ act taj mahal mariann faithful jethro tull john lennon fiance yoko ono perform part supergroup call dirti mac along eric clapton mitch mitchel keith richard
Souvenir of Canada,dougla coupland work grand art project canada writer recount life muse variou aspect canadian ident
The Boat That Rocked,boat rock ensembl comedi romanc young peopl pop music band dj captiv britain play music defin gener stand govern want control popular cultur via british broadcast corpor loos base event britain labour govern harold wilson want bring pirat radio station control enough see passag marin broadcast offenc act august also known pirat radio
FernGully 2: The Magical Rescue,pip want see outsid world batti arriv panic announc two human poacher right behind poacher show dog promptli captur three babi anim pip beetl boy volunt follow human town rescu babi convinc batti guid
Love at First Bite,dracula renefield reloc era new york search cindi sondheim reincarn dracula one true love mina harker troubl adjust wild understat count battl cindi psychiatrist jeffrey rosenberg descend van hels chang name profession reason may almost certainli possibl may love cindi
Pearl Jam: Immagine in Cornice,concert film chronicl five dynam pearl jam show itali septemb shot hi def note photograph danni clinch dvd give intim look pearl jam amaz live perform behind scene footag tour concert shot partial hi def bologna verona milan torino pistoia itali septemb dvd captur pearl jam phenomen live perform well exclus behind scene footag band tour
Demon Hunter,resolv situat exorc half breed demon hunter jake greyman sean patrick flaneri report cardin white william bassett realiz demon asmodeu billi drago impregn mani mortal tri rais offspr cardin white call sister sarah ryan colleen porch assist jake hunt asmodeu women
Where the #$&% Is Santa?,midst trip finland find perfect christma gift wife missi skateboard superstar mtv person bam margera struck inspir find elus santa claus
Rosencrantz & Guildenstern Are Dead,two minor charact play hamlet stumbl around unawar script live unabl deviat
The Undefeated,civil war ex union colonel john henri thoma ex confeder colonel jame langdon lead two dispar group peopl strife torn mexico john henri compani bring hors unpopular mexican govern head langdon lead conting displac southern look new life mexico lose properti carpetbagg two men eventu forc mend differ order fight bandit revolutionari tri lead friend kin safeti
Cinderfella,father die poor fella left merci snobbish stepmoth two good son maximilian rupert slave away nasti step famili maximilian rupert attempt find treasur fella father supposedli hidden estat hope restor dwindl fortun stepmoth plan fanci ball honor visit princess charmein hope marri rupert eventu fella fairi godfath show convinc shot win princess
